% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.498416007e+01 +8.498416007e+01 -9.150158399e+02 -9.150158399e+02 +3.1050e-01 -1.2738e+00 +1.2083e+00 +1.9081e+00 -4.7102e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.133874302e+01 +6.133874302e+01 +1.061338743e+03 +1.061338743e+03 +4.7244e+00 -1.6985e+00 +3.3027e+00 -3.1579e+00 -4.3986e+00
31 +3.936465350e+01 +3.936465350e+01 +1.039364653e+03 +1.039364653e+03 +2.1815e+00 +1.0869e-02 +4.0194e-01 -4.8343e+00 -3.3506e+00
41 +1.103013574e+01 +1.103013574e+01 +1.011030136e+03 +1.011030136e+03 -4.1205e+00 +2.8487e-01 +1.7762e+00 -2.4789e+00 -1.9698e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.489805947e+01 +6.489805947e+01 +1.576805947e+01 +1.576805947e+01 +2.9765e+00 -6.2599e-01 -3.8560e+00 -3.4134e+00 +2.6545e+00
3 +5.359918445e+01 +5.359918445e+01 +4.469184451e+00 +4.469184451e+00 -2.6636e+00 +4.2477e+00 -2.8018e+00 -1.5957e-01 -3.1021e-02
7 +2.049570539e+01 +2.049570539e+01 -2.863429461e+01 -2.863429461e+01 +2.2841e+00 +4.5162e+00 +3.8351e+00 +4.9371e+00 -4.5128e+00
16 +8.385656020e+00 +8.385656020e+00 -4.074434398e+01 -4.074434398e+01 +2.3351e+00 -1.1650e+00 +2.0652e+00 +3.1954e-01 +7.0223e-01
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.692697853e+01 +2.692697853e+01 +3.246569785e+02 +3.246569785e+02 -4.9235e+00 +1.4934e+00 +1.6539e+00 +1.6366e+00 -3.3875e+00
24 +4.034699149e+00 +4.034699149e+00 +3.017646991e+02 +3.017646991e+02 -2.7669e+00 +4.5176e-01 +4.0715e+00 +2.2562e+00 +2.0148e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.065343766e+01 +8.065343766e+01 +1.322234377e+02 +1.322234377e+02 -4.7418e+00 -2.8168e+00 -4.5877e+00 -4.7074e+00 -2.6711e+00
32 +6.074915717e+01 +6.074915717e+01 +1.123191572e+02 +1.123191572e+02 -1.4176e+00 -3.6409e-01 -3.0384e+00 +1.3769e+00 -6.3186e-01
% function evaluation | noise-free fitness - Fopt (3.943000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.997694286e+01 +6.997694286e+01 +1.094069429e+02 +1.094069429e+02 +1.3733e+00 +2.3028e+00 +3.7310e+00 +2.5093e+00 +6.7855e-01
18 +4.991353590e+01 +4.991353590e+01 +8.934353590e+01 +8.934353590e+01 -1.2779e+00 +2.2993e+00 -3.8903e+00 -7.7451e-01 +1.7979e-02
30 +2.404775985e+01 +2.404775985e+01 +6.347775985e+01 +6.347775985e+01 +2.0010e+00 +2.7671e+00 -4.8014e+00 -5.9468e-01 +2.8975e+00
% function evaluation | noise-free fitness - Fopt (1.322900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.873142350e+01 +7.873142350e+01 +2.110214235e+02 +2.110214235e+02 -3.3124e+00 -1.7021e+00 +7.7821e-02 -1.8800e+00 -4.9479e+00
13 +5.613871816e+01 +5.613871816e+01 +1.884287182e+02 +1.884287182e+02 -1.8384e+00 +1.1911e+00 +2.0281e+00 -2.5313e+00 -1.2565e+00
24 +2.778683868e+01 +2.778683868e+01 +1.600768387e+02 +1.600768387e+02 +3.4083e+00 -3.4811e+00 +3.9750e-01 -2.9744e+00 +1.0323e+00
% function evaluation | noise-free fitness - Fopt (-4.871000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.775451479e+01 +7.775451479e+01 +2.904451479e+01 +2.904451479e+01 -1.5503e+00 -1.2689e+00 +4.7975e+00 -2.2911e+00 +4.9412e+00
14 +6.115052241e+01 +6.115052241e+01 +1.244052241e+01 +1.244052241e+01 +3.2987e+00 -2.4677e+00 +2.4172e+00 +1.7019e+00 +3.6363e+00
% function evaluation | noise-free fitness - Fopt (-2.833000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.605560842e+01 +7.605560842e+01 +4.772560842e+01 +4.772560842e+01 +1.8657e+00 -8.7080e-01 -4.5317e+00 -1.6259e+00 -1.6377e+00
3 +3.833939565e+01 +3.833939565e+01 +1.000939565e+01 +1.000939565e+01 -1.7075e+00 +3.3559e-01 -1.3041e+00 -3.4068e+00 -3.8365e+00
% function evaluation | noise-free fitness - Fopt (-1.516100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.062231797e+01 +4.062231797e+01 -1.109876820e+02 -1.109876820e+02 -2.4147e+00 -1.4400e+00 +1.9717e+00 +2.2453e+00 +1.8367e+00
4 +2.710582819e+01 +2.710582819e+01 -1.245041718e+02 -1.245041718e+02 +1.8172e+00 +4.4253e+00 +3.3837e+00 -8.4465e-01 -4.7989e+00
% function evaluation | noise-free fitness - Fopt (-1.069900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.435620542e+01 +4.435620542e+01 -6.263379458e+01 -6.263379458e+01 +1.2495e+00 -3.3064e+00 +3.2481e+00 +1.8435e+00 -1.6462e+00
14 +2.882603911e+01 +2.882603911e+01 -7.816396089e+01 -7.816396089e+01 -1.5543e+00 -3.2162e+00 +2.4746e+00 -2.2785e+00 -5.8319e-01
39 +1.905648093e+01 +1.905648093e+01 -8.793351907e+01 -8.793351907e+01 +7.9310e-01 +3.3988e+00 +2.9896e+00 +1.3906e+00 +8.7660e-01
% function evaluation | noise-free fitness - Fopt (1.000300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.879558918e+01 +6.879558918e+01 +1.688255892e+02 +1.688255892e+02 -3.7671e+00 -2.1622e+00 +3.4022e+00 +4.9415e+00 +2.4399e-01
6 +6.305503607e+01 +6.305503607e+01 +1.630850361e+02 +1.630850361e+02 +1.5434e+00 +2.5793e+00 +3.3325e+00 +7.5277e-01 +1.1298e+00
8 +3.412634513e+01 +3.412634513e+01 +1.341563451e+02 +1.341563451e+02 +2.6024e+00 +1.2168e+00 -3.0795e+00 -2.0562e+00 -2.0747e+00
16 +1.964962420e+01 +1.964962420e+01 +1.196796242e+02 +1.196796242e+02 +2.0355e+00 +6.4336e-01 -4.1346e-01 +2.8994e-01 -3.3279e+00
% function evaluation | noise-free fitness - Fopt (-2.788900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.649710570e+01 +7.649710570e+01 -2.023928943e+02 -2.023928943e+02 +9.5658e-01 +2.1982e+00 -3.0856e+00 +4.6630e+00 -4.6942e+00
28 +5.944043494e+01 +5.944043494e+01 -2.194495651e+02 -2.194495651e+02 -3.1625e+00 -6.1381e-01 -2.2078e+00 +1.3242e-01 -1.6673e+00
% function evaluation | noise-free fitness - Fopt (5.142200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.090091376e+01 +8.090091376e+01 +5.951209138e+02 +5.951209138e+02 +2.8540e+00 +1.6832e+00 -3.5681e+00 +4.3489e+00 -2.1864e+00
3 +5.918481730e+01 +5.918481730e+01 +5.734048173e+02 +5.734048173e+02 -1.3280e+00 +2.6700e+00 -4.2364e+00 -2.3447e+00 +2.8334e+00
5 +1.239417651e+00 +1.239417651e+00 +5.154594177e+02 +5.154594177e+02 +3.3432e-01 -1.6601e+00 -3.0203e+00 -3.1790e+00 -3.0137e+00
% function evaluation | noise-free fitness - Fopt (6.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.575551326e+01 +8.575551326e+01 +6.956355133e+02 +6.956355133e+02 +3.9474e+00 -4.9294e+00 +3.4299e+00 +1.4035e+00 -2.1199e+00
9 +3.759671115e+01 +3.759671115e+01 +6.474767112e+02 +6.474767112e+02 -9.6299e-01 -2.1362e+00 -1.2710e+00 -3.9654e+00 +1.2511e+00
