% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.895764062e+01 +5.895764062e+01 -9.410423594e+02 -9.410423594e+02 -8.6918e-01 +8.6021e-01
7 +7.583793315e+00 +7.583793315e+00 -9.924162067e+02 -9.924162067e+02 +6.9504e-01 -4.4519e+00
13 +4.628368953e+00 +4.628368953e+00 -9.953716310e+02 -9.953716310e+02 +1.7059e+00 -3.9154e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.324121589e+01 +2.324121589e+01 +1.023241216e+03 +1.023241216e+03 +4.9109e+00 -9.3550e-01
2 +5.023746260e+00 +5.023746260e+00 +1.005023746e+03 +1.005023746e+03 +3.4215e+00 -3.4112e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.684141565e+01 +7.684141565e+01 +2.771141565e+01 +2.771141565e+01 -4.1699e+00 -1.7017e+00
3 +6.110537029e+01 +6.110537029e+01 +1.197537029e+01 +1.197537029e+01 -4.3821e+00 -4.3844e+00
4 +2.120431128e+01 +2.120431128e+01 -2.792568872e+01 -2.792568872e+01 +2.0024e+00 -1.1046e+00
6 +1.304187998e+01 +1.304187998e+01 -3.608812002e+01 -3.608812002e+01 -3.5675e+00 +4.1506e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.822983340e+01 +3.822983340e+01 +3.359598334e+02 +3.359598334e+02 -3.2675e+00 +3.0046e+00
3 +1.947416263e+01 +1.947416263e+01 +3.172041626e+02 +3.172041626e+02 +3.5115e+00 +3.0484e+00
13 +8.348159315e+00 +8.348159315e+00 +3.060781593e+02 +3.060781593e+02 -3.9998e-01 +3.1676e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.213010191e+01 +7.213010191e+01 +1.237001019e+02 +1.237001019e+02 +4.5056e+00 +1.3789e+00
2 +2.370455001e+01 +2.370455001e+01 +7.527455001e+01 +7.527455001e+01 +1.1955e+00 +3.1303e+00
8 +6.454386742e+00 +6.454386742e+00 +5.802438674e+01 +5.802438674e+01 +4.1163e+00 +1.8421e-01
% function evaluation | noise-free fitness - Fopt (3.943000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.381005823e+01 +6.381005823e+01 +1.032400582e+02 +1.032400582e+02 -4.3091e+00 +2.0995e-01
2 +3.413195490e+01 +3.413195490e+01 +7.356195490e+01 +7.356195490e+01 -4.1278e+00 -2.5439e+00
4 +4.875763727e+00 +4.875763727e+00 +4.430576373e+01 +4.430576373e+01 -4.7025e+00 +2.9044e+00
% function evaluation | noise-free fitness - Fopt (1.322900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.348542406e+00 +6.348542406e+00 +1.386385424e+02 +1.386385424e+02 +1.6216e+00 -2.4725e-01
5 +6.143404369e+00 +6.143404369e+00 +1.384334044e+02 +1.384334044e+02 +1.9267e+00 +4.6932e+00
% function evaluation | noise-free fitness - Fopt (-4.871000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.502236195e+01 +6.502236195e+01 +1.631236195e+01 +1.631236195e+01 +9.0753e-01 +1.4870e+00
4 +4.656240884e+01 +4.656240884e+01 -2.147591158e+00 -2.147591158e+00 +3.3911e+00 +1.0394e+00
6 +2.700641828e+01 +2.700641828e+01 -2.170358172e+01 -2.170358172e+01 +2.0576e+00 +2.3901e+00
7 +6.656079111e+00 +6.656079111e+00 -4.205392089e+01 -4.205392089e+01 -4.1133e+00 -3.8310e+00
% function evaluation | noise-free fitness - Fopt (-2.833000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.049726577e+01 +2.049726577e+01 -7.832734231e+00 -7.832734231e+00 +3.4990e+00 -2.1859e+00
7 +1.214790555e-03 +1.214790555e-03 -2.832878521e+01 -2.832878521e+01 +2.2462e+00 +1.0555e+00
