% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.828215904e+01 +1.828215904e+01 +9.776215904e+01 +9.776215904e+01 +1.0242e+00 -2.3765e-01 +3.3799e+00
2 +1.232278008e+01 +1.232278008e+01 +9.180278008e+01 +9.180278008e+01 -3.2033e-01 +2.0520e+00 +5.7913e-01
6 +8.078484702e-01 +8.078484702e-01 +8.028784847e+01 +8.028784847e+01 +9.0618e-01 -1.5864e+00 -1.1672e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.077342585e+01 +2.077342585e+01 +4.152534259e+02 +4.152534259e+02 -2.5482e+00 -2.8268e+00 +5.5034e-01
11 +1.551304969e+00 +1.551304969e+00 +3.960313050e+02 +3.960313050e+02 -4.1318e+00 -2.7579e+00 -2.5861e+00
15 +4.862147521e-01 +4.862147521e-01 +3.949662148e+02 +3.949662148e+02 -3.4590e+00 -3.3409e+00 -3.5021e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.523336916e+01 +6.523336916e+01 -1.818766308e+02 -1.818766308e+02 +1.5203e+00 +4.4242e+00 +3.6824e+00
2 +4.947087543e+00 +4.947087543e+00 -2.421629125e+02 -2.421629125e+02 -1.6869e+00 -3.1330e-01 -2.2027e-01
22 +2.944737639e+00 +2.944737639e+00 -2.441652624e+02 -2.441652624e+02 -3.5111e+00 +1.5705e+00 -1.6875e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.597074975e+01 +4.597074975e+01 -1.060692502e+02 -1.060692502e+02 +4.7326e+00 +1.2442e+00 +6.5131e-01
4 +1.959661536e+01 +1.959661536e+01 -1.324433846e+02 -1.324433846e+02 +2.7020e+00 +3.7872e+00 -1.6454e+00
10 +9.752214286e+00 +9.752214286e+00 -1.422877857e+02 -1.422877857e+02 -3.1094e+00 +1.7426e-01 -4.2599e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.152399065e+01 +3.152399065e+01 +6.273990652e+00 +6.273990652e+00 +1.1987e+00 -3.8093e+00 -3.8578e+00
2 +7.783537880e+00 +7.783537880e+00 -1.746646212e+01 -1.746646212e+01 +3.8153e+00 -1.8216e+00 -2.7282e+00
